회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
356,58690340,13570000,NaN,섬유잡화,본점,25,1.840000,0.826087,13,0
357,186972200,58520000,NaN,기타,본점,23,4.347826,0.500000,15,1
358,21106340,11000000,4364000.0,구두,영등포점,6,3.666667,0.272727,43,0
359,3996000,3996000,NaN,건강식품,영등포점,1,1.000000,0.000000,0,1
360,57396570,22704000,19504000.0,기타,미아점,37,2.675676,0.474747,9,1
361,3200840,5664000,6532000.0,가공식품,노원점,14,3.500000,0.530612,13,0
362,59701200,10017000,NaN,명품,동래점,16,1.562500,0.160000,22,1
363,600000,570000,NaN,섬유잡화,본점,1,2.000000,0.000000,0,0
364,37741300,4725000,NaN,화장품,본점,9,2.333333,0.000000,36,0
365,107932500,15375000,18500000.0,골프,청량리점,29,1.620690,0.297872,11,0
366,11641300,5390000,238000.0,가공식품,영등포점,14,1.928571,0.444444,23,0
367,61099210,15887500,NaN,가공식품,본점,19,3.210526,0.000000,18,1
368,107170,76550,NaN,가공식품,본점,1,3.000000,0.000000,0,1
369,48107250,6075000,NaN,셔츠,본점,13,2.538462,0.787879,23,1
370,57664000,16125000,NaN,가공식품,부평점,9,3.333333,0.466667,24,0
371,655498040,101040000,35062500.0,시티웨어,강남점,50,2.100000,0.161905,6,0
372,331168020,37490000,24115000.0,시티웨어,강남점,59,2.610169,0.318182,5,0
373,177310050,24780000,NaN,화장품,잠실점,31,1.741935,0.222222,11,0
374,5525800,2841600,NaN,화장품,부산본점,2,3.500000,0.000000,15,0
375,1800000,1800000,NaN,피혁잡화,청량리점,1,1.000000,1.000000,0,0
376,20064000,16544000,NaN,시티웨어,본점,2,1.000000,0.000000,17,1
377,1657400,1015000,NaN,명품,본점,3,1.000000,0.333333,18,0
378,304615000,61250000,10098200.0,캐주얼,영등포점,47,2.893617,0.264706,7,1
379,140703820,15225000,15850000.0,모피/피혁,영등포점,16,2.625000,0.000000,20,1
380,133804900,47400000,NaN,농산물,분당점,25,4.840000,0.181818,14,0
381,187886250,15162000,882000.0,디자이너,광주점,33,1.878788,0.177419,10,0
382,682500,680000,NaN,차/커피,미아점,1,2.000000,0.000000,0,1
383,10922000,10340000,358600.0,주방가전,강남점,4,1.250000,0.000000,38,0
384,42348200,13920000,NaN,가구,잠실점,5,1.200000,0.166667,39,0
385,123174900,49122000,NaN,명품,잠실점,13,1.846154,0.208333,24,0
386,74582410,12575000,3556000.0,기타,잠실점,30,4.700000,0.170213,11,0
387,179359070,26650000,22409600.0,란제리/내의,부산본점,21,2.285714,0.145833,15,0
388,151115480,65320000,10230700.0,기타,본점,34,2.088235,0.352113,9,0
389,15425000,10700000,NaN,화장품,영등포점,2,1.000000,0.000000,119,0
390,2269000,1580000,NaN,캐주얼,잠실점,1,3.000000,1.000000,0,1
391,172782400,135700000,NaN,가공식품,본점,11,2.909091,0.531250,31,1
392,1440000,1440000,NaN,캐주얼,본점,1,1.000000,1.000000,0,0
393,4140500,3150000,NaN,가공식품,본점,2,4.500000,0.666667,106,0
394,975000,975000,NaN,남성캐주얼,강남점,1,1.000000,0.000000,0,1
395,50000,50000,NaN,주방가전,광주점,1,1.000000,0.000000,0,0
396,192600,107800,NaN,수산품,본점,1,4.000000,1.000000,0,1
397,106315460,22750000,NaN,농산물,노원점,20,8.600000,0.069767,16,1
398,11185100,1750000,NaN,가공식품,본점,19,3.105263,0.203390,17,0
399,16482070,5651100,NaN,농산물,본점,8,2.500000,0.200000,17,0
400,3050000,6215000,6705000.0,수산품,본점,7,1.857143,0.076923,30,0
401,13901200,6811200,NaN,기타,잠실점,3,1.666667,0.200000,45,0
402,51073950,4700000,NaN,캐주얼,분당점,12,3.750000,0.377778,20,0
403,533752700,187920000,2400000.0,캐주얼,본점,13,3.153846,0.536585,12,0
404,80340270,17380800,NaN,기타,분당점,20,5.050000,0.247525,16,1
405,690000,660000,NaN,시티웨어,영등포점,1,2.000000,0.000000,0,1
406,399000,210000,NaN,가공식품,본점,1,2.000000,0.000000,0,1
407,6813910,1012000,NaN,가공식품,노원점,24,3.291667,0.240506,12,0
408,411182590,82225000,28986400.0,가공식품,대구점,69,3.724638,0.291829,4,0
409,12652000,9880000,NaN,모피/피혁,일산점,2,1.000000,0.000000,115,0
410,155464820,35604000,NaN,디자이너,강남점,10,2.800000,0.357143,26,0
411,127565000,15884000,4500000.0,스포츠,본점,18,2.500000,0.244444,16,0
412,175313030,28560000,NaN,수산품,청량리점,38,2.973684,0.159292,9,0
413,4625000,3150000,NaN,스포츠,본점,1,2.000000,0.000000,0,0
414,248397800,26212500,3683000.0,골프,본점,22,2.636364,0.034483,13,1
415,209172710,46400000,NaN,기타,부산본점,24,3.333333,0.175000,13,0
416,133898400,41080000,10946000.0,기타,분당점,48,6.729167,0.213622,7,0
417,2329600,2240000,NaN,트래디셔널,본점,1,2.000000,1.000000,0,0
418,160860880,36340000,25325000.0,디자이너,본점,26,2.269231,0.288136,13,1
419,99260460,9575000,NaN,농산물,동래점,40,5.150000,0.199029,8,0
420,256629990,25875000,3435000.0,시티웨어,인천점,74,3.121622,0.164502,4,0
421,8856800,7992000,NaN,수산품,분당점,6,3.500000,0.285714,58,1
422,127174690,21525000,NaN,기타,본점,30,1.900000,0.122807,11,0
423,11440000,11440000,NaN,시티웨어,영등포점,1,1.000000,0.000000,0,0
424,9885550,4320000,NaN,기타,부산본점,5,2.800000,0.000000,18,0
425,23573400,21912000,NaN,수산품,분당점,3,3.666667,0.909091,26,0
426,340237180,36800000,26216500.0,기타,일산점,52,3.442308,0.340782,6,0
427,35533200,12500000,NaN,남성정장,인천점,3,2.000000,0.333333,46,1
428,1086800,1086800,NaN,일용잡화,부산본점,1,1.000000,1.000000,0,0
429,171456700,41170000,38773000.0,디자이너,동래점,26,2.307692,0.133333,12,0
430,1500000,1500000,NaN,남성정장,전주점,1,1.000000,0.000000,0,1
431,3175000,3146000,NaN,골프,대전점,2,1.000000,0.500000,16,0
432,214382300,80270000,NaN,디자이너,일산점,15,1.666667,0.560000,17,0
433,11952260,5950000,144000.0,기타,분당점,8,3.000000,0.041667,34,1
434,13599400,4153800,NaN,기타,본점,4,2.000000,1.000000,47,1
435,238804020,41170000,25000.0,가공식품,본점,94,3.223404,0.221122,3,0
436,15337200,13000000,NaN,명품,본점,2,1.500000,1.000000,0,0
437,242122560,58300000,6175000.0,농산물,부산본점,24,4.541667,0.293578,14,0
438,48050,46800,NaN,농산물,분당점,1,2.000000,0.000000,0,1
439,9360000,5050000,NaN,주류,일산점,5,2.000000,0.400000,60,1
440,13315000,10875000,NaN,생활잡화,대전점,3,2.000000,0.000000,3,1
441,95292520,37449000,NaN,가공식품,본점,21,3.142857,0.712121,16,1
442,410948850,46230000,144340700.0,디자이너,본점,59,2.033898,0.175000,6,0
443,29148950,7157600,1242000.0,가공식품,본점,15,3.866667,0.086207,23,0
444,910000,910000,NaN,화장품,영등포점,1,1.000000,0.000000,0,1
445,49238980,7980000,4500000.0,농산물,강남점,29,6.103448,0.485876,5,1
446,682592480,60480000,35931700.0,캐주얼,부산본점,93,3.032258,0.326241,3,0
447,24356840,3969600,NaN,섬유잡화,광주점,18,1.777778,0.531250,18,1
448,48110560,15360000,64771000.0,시티웨어,분당점,31,2.709677,0.261905,8,0
449,624000,576000,NaN,수산품,본점,1,2.000000,0.000000,0,0
450,468000,108000,NaN,수산품,노원점,2,5.500000,0.000000,54,0
451,2777900,2152500,NaN,농산물,강남점,3,1.333333,0.750000,17,0
452,27356100,7630000,NaN,기타,분당점,5,3.800000,0.157895,34,0
453,30306750,10060200,NaN,수산품,본점,6,3.666667,0.681818,47,0
454,86248600,9680000,3886000.0,아동,본점,30,2.266667,0.147059,11,0
455,818860,612500,NaN,농산물,미아점,1,8.000000,0.000000,0,0
456,13614150,3404000,1920000.0,가공식품,대전점,24,4.416667,0.169811,12,0
457,27707000,12840000,NaN,시티웨어,분당점,2,2.000000,0.000000,121,0
458,118898500,53300000,9372000.0,농산물,노원점,9,5.888889,0.320755,31,0
459,84285450,13710000,NaN,수산품,부산본점,19,2.210526,0.142857,17,0
460,1258250,1034000,NaN,가공식품,잠실점,3,4.666667,0.000000,53,1
461,18395420,3456000,NaN,가공식품,일산점,16,4.687500,0.466667,21,0
462,115647790,15840000,NaN,명품,본점,29,2.689655,0.474359,12,0
463,6217260,700000,NaN,수산품,청량리점,32,3.062500,0.377551,10,0
464,125853100,28116000,32615000.0,시티웨어,본점,19,2.210526,0.190476,17,0
465,18355800,12825000,NaN,가공식품,잠실점,3,2.333333,0.714286,78,0
466,255335140,27060000,37845800.0,명품,광주점,75,2.480000,0.322581,4,0
467,115236490,33750000,13375600.0,시티웨어,분당점,28,2.321429,0.276923,11,0
468,39570260,8470000,2025000.0,명품,본점,62,1.903226,0.254237,5,0
469,8597300,4830000,2760000.0,골프,본점,5,2.600000,0.384615,8,0
470,122405550,18560000,3004000.0,농산물,부산본점,87,4.908046,0.412178,4,0
471,100297950,28536000,NaN,기타,일산점,10,5.000000,0.740000,34,0
472,438413040,25070000,NaN,가공식품,일산점,67,4.044776,0.025830,5,0
473,1242000,1242000,NaN,골프,부산본점,1,1.000000,0.000000,0,1
474,16549500,9154000,NaN,차/커피,본점,9,2.555556,0.434783,34,0
475,17482650,8064000,NaN,가공식품,부산본점,12,4.416667,0.452830,24,0
476,626597100,65458000,121948000.0,디자이너,본점,42,2.452381,0.271845,7,0
477,578132950,22275000,6215300.0,디자이너,본점,55,3.127273,0.226744,6,0
478,78950350,50600000,NaN,기타,본점,17,2.823529,0.291667,20,1
479,30967800,21780000,NaN,농산물,부산본점,7,7.571429,0.358491,3,1
480,2137500,2137500,1150000.0,섬유잡화,본점,2,1.500000,0.000000,1,1
481,79140500,16752000,4450000.0,디자이너,본점,13,2.153846,0.000000,20,0
482,4300000,4300000,NaN,화장품,분당점,1,1.000000,0.000000,0,0
483,175631750,15504000,NaN,기타,일산점,53,6.113208,0.129630,6,0
484,317602500,181700000,7103800.0,남성캐주얼,안양점,17,1.764706,0.066667,16,1
485,40674000,12100000,NaN,골프,잠실점,2,3.000000,0.000000,39,0
486,6155000,6155000,NaN,아동,부산본점,1,1.000000,0.000000,0,1
487,1106000,750000,NaN,수산품,본점,2,2.500000,0.000000,123,0
488,156600,156600,NaN,농산물,영등포점,1,1.000000,0.000000,0,1
489,188247500,116150000,210976000.0,디자이너,부산본점,37,1.324324,0.102041,9,0
490,28750550,13625000,NaN,가공식품,본점,7,5.142857,0.472222,31,1
491,156212500,91413000,124899000.0,디자이너,일산점,28,1.428571,0.225000,11,0
492,1733450,640000,640000.0,가공식품,본점,13,3.692308,0.166667,20,1
493,15900000,13950000,NaN,생활잡화,일산점,2,2.500000,0.400000,117,0
494,39973740,11760000,NaN,차/커피,일산점,13,4.538462,0.694915,22,1
495,14007000,7524000,NaN,아동,본점,2,3.000000,0.666667,23,0
496,39227220,15168000,31640600.0,수산품,부산본점,16,1.750000,0.321429,18,0
497,48705980,28028000,NaN,기타,분당점,11,2.909091,0.000000,21,0
498,557594900,46200000,NaN,화장품,잠실점,46,2.217391,0.147059,7,0
499,74520930,13953000,6495000.0,명품,부산본점,33,2.727273,0.166667,10,0
500,37848060,4787200,NaN,농산물,일산점,14,4.357143,0.327869,24,1
501,4712400,4712400,NaN,커리어,일산점,1,1.000000,1.000000,0,0
502,730000,460000,NaN,기타,일산점,2,2.500000,0.800000,141,0
503,20536350,10750000,925000.0,일용잡화,분당점,10,2.100000,0.666667,27,0
504,40568840,13000000,NaN,농산물,영등포점,9,4.222222,0.763158,11,0
505,8947200,8947200,NaN,커리어,동래점,1,1.000000,0.000000,0,0
506,76296410,19350000,NaN,가공식품,본점,17,3.235294,0.545455,20,1
507,20053930,11976000,NaN,농산물,안양점,9,2.888889,0.384615,11,0
508,1250000,1200000,NaN,시티웨어,부산본점,1,2.000000,1.000000,0,0
509,390000,390000,NaN,화장품,본점,1,1.000000,1.000000,0,0
510,100961730,8750000,NaN,캐주얼,미아점,28,3.428571,0.802083,11,0
511,2948000,2948000,NaN,화장품,강남점,1,1.000000,0.000000,0,1
512,188070,95070,NaN,수산품,본점,2,1.500000,0.000000,0,1
513,309050,165600,NaN,농산물,분당점,1,9.000000,0.000000,0,1
514,18832280,5952000,NaN,섬유잡화,부산본점,5,4.000000,0.300000,53,1
515,35085000,10206000,NaN,화장품,영등포점,7,1.714286,0.250000,31,1
516,63703200,36600000,NaN,명품,본점,4,1.250000,0.000000,77,1
517,53777820,26460000,NaN,농산물,분당점,6,3.666667,0.000000,41,0
518,61485740,9284000,NaN,가공식품,대전점,27,8.555556,0.160173,11,1
519,91589400,13200000,NaN,기타,본점,36,1.388889,0.100000,9,1
520,337717550,40890000,3033000.0,농산물,본점,108,3.509259,0.298153,3,0
521,214978100,60192000,27671400.0,디자이너,인천점,29,2.586207,0.426667,12,0
522,12435400,5175000,NaN,화장품,잠실점,4,1.500000,0.166667,35,0
523,10710810,7500000,7500000.0,가공식품,분당점,6,2.166667,0.615385,30,1
524,180000,180000,NaN,가공식품,본점,1,1.000000,0.000000,0,1
525,50887000,16169000,NaN,화장품,본점,5,1.600000,0.750000,68,0
526,120000,120000,NaN,수산품,일산점,1,1.000000,0.000000,0,0
527,103609900,26800000,2026000.0,기타,노원점,15,2.466667,0.297297,23,0
528,7291370,4428000,NaN,가공식품,부산본점,24,1.916667,0.695652,14,1
529,22346000,15810000,3750000.0,화장품,본점,5,1.400000,0.000000,67,1
530,1292000,1092000,NaN,주류,본점,2,2.500000,0.800000,58,1
531,8200000,4752000,4950000.0,기타,울산점,3,2.666667,0.875000,32,1
532,24892390,8575000,NaN,기타,분당점,7,2.857143,0.500000,33,0
533,2360000,2265600,NaN,셔츠,잠실점,1,2.000000,1.000000,0,1
534,91910700,76751000,NaN,생활잡화,청량리점,6,2.666667,0.375000,46,0
535,1008700,506000,NaN,수산품,분당점,3,1.666667,0.000000,28,0
536,588411060,63600000,27640000.0,골프,잠실점,34,2.088235,0.816901,9,0
537,1357000,1357000,NaN,주방가전,잠실점,1,1.000000,0.000000,0,1
538,71145140,31200000,NaN,농산물,노원점,30,4.633333,0.115108,9,1
539,900000,900000,NaN,액세서리,본점,1,1.000000,1.000000,0,1
540,10710100,5377500,NaN,기타,부평점,17,2.823529,0.291667,18,0
541,197608560,56640000,2299500.0,기타,본점,40,2.550000,0.176471,8,0
542,1550000,1550000,NaN,명품,본점,1,1.000000,0.000000,0,1
543,27186580,16000000,NaN,남성캐주얼,본점,6,2.000000,0.083333,56,1
544,10579500,4504500,NaN,건강식품,잠실점,3,1.000000,0.666667,111,0
545,409583540,14088000,NaN,기타,노원점,121,7.173554,0.149770,2,1
546,770000,770000,NaN,주방가전,분당점,1,1.000000,1.000000,0,1
547,380000,380000,NaN,주방용품,잠실점,1,1.000000,1.000000,0,1
548,199823830,20280000,7138800.0,농산물,본점,74,2.135135,0.227848,4,0
549,10494400,3000000,2940000.0,가공식품,본점,11,1.727273,0.105263,28,0
550,147524000,53100000,NaN,보석,본점,5,1.800000,0.777778,9,1
551,7807040,5390000,NaN,가공식품,분당점,6,4.333333,0.000000,41,1
552,22950,15300,NaN,가공식품,부산본점,1,3.000000,1.000000,0,1
553,582452630,91540000,15045600.0,기타,분당점,56,2.946429,0.551515,6,0
554,152393550,23520000,NaN,기타,포항점,12,5.500000,0.242424,26,0
555,31632960,9940000,NaN,화장품,부산본점,5,2.000000,0.900000,54,0
556,14046990,4200000,NaN,기타,분당점,9,2.777778,0.040000,32,1
557,15067550,2203200,NaN,농산물,본점,22,1.636364,0.638889,15,1
558,10729100,4830000,NaN,캐주얼,영등포점,5,2.200000,0.272727,39,0
559,65997350,32720000,NaN,시티웨어,영등포점,11,3.000000,0.151515,26,0
560,56646740,10472000,NaN,기타,본점,18,2.555556,0.326087,17,0
561,6011750,1368000,NaN,농산물,잠실점,6,1.500000,0.444444,28,1
562,32130000,12940000,707200.0,기타,노원점,5,2.800000,0.857143,54,0
563,2160000,2070000,NaN,모피/피혁,분당점,1,2.000000,0.000000,0,1
564,64764540,14700000,NaN,남성캐주얼,분당점,12,2.000000,0.458333,17,1
565,37879600,14160000,8970000.0,화장품,안양점,11,1.818182,0.350000,28,0
566,204261230,36800000,950000.0,가공식품,본점,44,3.772727,0.403614,8,1
567,14085220,4125000,925000.0,화장품,본점,10,1.900000,0.157895,27,0
568,1320000,1020000,NaN,아동,일산점,1,2.000000,0.000000,0,0
569,40909150,14675000,NaN,가공식품,부산본점,11,3.818182,0.523810,30,0
570,267778710,37400000,73625980.0,시티웨어,분당점,52,2.288462,0.336134,6,0
571,86100,46200,NaN,축산가공,일산점,1,6.000000,0.000000,0,0
572,1304000,1304000,NaN,구두,잠실점,1,1.000000,0.000000,0,1
573,151648040,18867000,NaN,시티웨어,창원점,14,2.285714,0.562500,21,0
574,460762690,49864000,594000.0,기타,안양점,53,3.132075,0.656627,6,1
575,98615400,20585000,30949500.0,디자이너,영등포점,29,2.034483,0.169492,12,0
576,8028000,5660000,NaN,피혁잡화,일산점,1,2.000000,1.000000,0,1
577,458100150,47380000,5134000.0,농산물,본점,101,5.227723,0.454545,3,1
578,766410,650000,NaN,육류,잠실점,2,1.500000,0.333333,85,0
579,6160640,3050000,540000.0,가공식품,노원점,10,2.300000,0.260870,26,1
580,236460010,36975000,NaN,농산물,부평점,105,4.409524,0.419006,3,0
581,106863800,52800000,56948000.0,디자이너,본점,23,2.130435,0.183673,15,0
582,2269000,1311000,NaN,기타,동래점,4,3.500000,0.857143,68,1
583,161515400,27830000,29729800.0,화장품,본점,34,1.411765,0.270833,10,0
584,20925700,12603600,NaN,가공식품,본점,9,1.777778,0.000000,22,1
585,53347540,23805000,19366000.0,기타,본점,21,2.047619,0.465116,15,0
586,387544880,87147000,34488500.0,시티웨어,본점,52,2.653846,0.224638,6,0
587,2640000,2640000,NaN,화장품,본점,1,1.000000,0.000000,0,0
588,774570,360000,NaN,가공식품,분당점,8,2.375000,0.789474,28,1
589,162140,73200,NaN,가공식품,분당점,1,7.000000,0.000000,0,0
590,33766000,14927000,NaN,구두,부산본점,5,2.400000,0.000000,41,0
591,18141000,4275000,NaN,화장품,분당점,6,1.500000,0.111111,35,0
592,188952630,23800000,29345000.0,차/커피,본점,40,4.800000,0.307292,8,0
593,8875800,2640000,NaN,수산품,미아점,4,4.000000,0.125000,46,0
594,206739740,17587200,NaN,기타,일산점,42,3.238095,0.213235,8,1
595,104597160,17732000,54006800.0,젓갈/반찬,본점,46,3.608696,0.319277,6,0
596,32695740,9345000,NaN,가공식품,잠실점,18,3.055556,0.072727,15,0
597,737743840,151317000,52990000.0,명품,본점,50,2.040000,0.529412,6,1
598,427250,312000,NaN,가공식품,잠실점,1,4.000000,0.000000,0,0
599,36737750,6360000,1800000.0,가공식품,잠실점,31,2.258065,0.314286,9,1
600,65888000,30000000,1960000.0,명품,본점,5,2.000000,0.400000,8,0
601,3846000,3382000,711000.0,모피/피혁,영등포점,3,1.666667,0.000000,29,1
602,27293200,13750000,7175000.0,피혁잡화,잠실점,8,1.500000,0.083333,36,0
603,16932650,5520000,NaN,기타,본점,11,3.545455,0.128205,32,1
604,38689200,23000000,NaN,시티웨어,영등포점,9,1.555556,0.285714,36,1
605,134506630,96800000,NaN,화장품,잠실점,18,2.055556,0.351351,19,0
606,19744500,4536000,4822000.0,가공식품,본점,23,2.782609,0.265625,15,0
607,15202550,4140000,NaN,가공식품,본점,9,2.888889,0.384615,37,0
608,391088270,26220000,31137400.0,농산물,분당점,137,4.321168,0.246622,2,0
609,10654680,1996800,NaN,육류,부산본점,9,3.222222,0.965517,36,0
610,166071800,69120000,324000.0,명품,본점,21,1.476190,0.387097,13,1
611,12820700,8750000,NaN,가공식품,청량리점,5,2.600000,0.615385,61,0
612,21308000,11850000,NaN,남성캐주얼,본점,2,3.500000,0.000000,15,1
613,39408900,6250000,NaN,가공식품,일산점,8,4.125000,0.757576,35,0
614,143259270,11750000,621000.0,기타,부평점,55,5.654545,0.450161,6,0
615,40585250,12500000,1050000.0,가공식품,영등포점,11,2.454545,0.518519,27,0
616,2445750,2208000,NaN,수산품,본점,2,4.000000,1.000000,28,1
617,2760000,2035000,NaN,스포츠,잠실점,2,1.000000,0.500000,40,0
618,3105000,2125000,NaN,화장품,본점,2,1.000000,0.000000,106,0
619,36268100,55660000,57110000.0,화장품,본점,13,2.000000,0.615385,20,0
